film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
353,3.555217,124.6087,144.0,9,1,2.0833,22.99,NC-17,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,"{'Commentaries', 'Deleted Scenes'}",8,"157,161,179,38,95,113,121,135",221.0,866.0,23
354,5.704286,129.3,144.0,3,1,1.4167,18.99,G,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"127,56,94,149,187",158.0,567.0,21
355,1.323333,122.0,168.0,2,1,1.6833,18.99,R,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",1,4,22.0,108.0,9
356,3.811429,100.8929,120.0,3,1,1.7,10.99,R,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,"{'Commentaries', 'Trailers'}",1,103,30.0,93.0,28
357,1.99,159.3333,168.0,4,1,1.9,13.99,G,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,"{'Commentaries', 'Trailers'}",4,"135,2,30,68",94.0,399.0,9
358,2.311429,125.8929,120.0,4,1,2.7167,29.99,R,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,"{'Behind the Scenes', 'Trailers'}",6,"53,28,97,193,141,170",163.0,649.0,28
360,3.132857,135.1429,96.0,1,1,1.7167,24.99,G,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,{'Trailers'},4,"165,185,103,110",107.0,397.0,14
361,4.713793,154.1071,120.0,15,1,1.4833,25.99,NC-17,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,"{'Commentaries', 'Trailers'}",8,"125,143,155,166,66,195,192,1",221.0,822.0,29
362,2.99,87.6,168.0,10,1,1.9167,13.99,PG-13,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"61,71,80,149,175,182",153.0,614.0,5
363,2.74,106.9,72.0,12,1,0.9,12.99,R,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,{'Trailers'},3,"177,90,122",85.0,309.0,20
364,4.74,109.25,72.0,13,1,1.2167,14.99,NC-17,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,{'Trailers'},6,"135,136,86,159,11,197",163.0,625.0,8
365,6.775714,123.7143,96.0,5,1,2.5667,21.99,R,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",2,"149,106",66.0,232.0,14
366,3.406667,124.2917,72.0,7,1,1.55,29.99,G,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"127,166,10,20",107.0,417.0,24
367,1.804815,128.6667,144.0,14,1,2.55,20.99,R,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,"{'Behind the Scenes', 'Trailers'}",7,"23,125,129,192,79,151,164",207.0,764.0,27
368,3.59,146.6,168.0,7,1,1.4,20.99,R,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,"{'Deleted Scenes', 'Behind the Scenes'}",5,"148,160,172,31,133",107.0,448.0,10
369,6.764194,124.7419,96.0,14,1,0.9333,22.99,PG,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,{'Deleted Scenes'},8,"107,110,126,2,5,22,197,83",232.0,880.0,31
370,5.568947,155.9444,96.0,3,1,1.8,26.99,R,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,"{'Deleted Scenes', 'Behind the Scenes'}",7,"14,23,97,126,140,151,197",208.0,799.0,19
371,6.115,106.75,120.0,1,1,2.15,17.99,G,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,{'Commentaries'},3,"65,142,184",94.0,335.0,8
372,6.323333,126.8333,120.0,15,1,2.3333,26.99,R,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,"{'Commentaries', 'Trailers'}",6,"146,169,105,50,61,75",177.0,683.0,6
373,3.3025,127.375,168.0,3,1,2.6,14.99,G,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,"{'Behind the Scenes', 'Trailers'}",2,"139,140",65.0,238.0,16
374,2.723333,99.4,72.0,14,1,1.95,29.99,PG,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,"{'Deleted Scenes', 'Trailers'}",6,"61,69,73,90,190,40",161.0,624.0,30
375,5.29,141.2222,96.0,1,1,1.4167,17.99,NC-17,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"5,165,62,95,130",142.0,561.0,10
376,2.580455,102.2381,96.0,9,1,2.5833,20.99,G,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,"{'Commentaries', 'Behind the Scenes'}",5,"138,193,52,60,66",139.0,513.0,22
377,1.370952,100.5714,168.0,8,1,2.25,20.99,G,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,"{'Deleted Scenes', 'Trailers'}",3,"105,132,43",82.0,304.0,21
378,3.783103,113.8966,120.0,12,1,1.55,24.99,NC-17,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"17,103,108,68,189,191",180.0,653.0,29
379,1.132857,76.8571,168.0,7,1,2.7667,14.99,R,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",8,"198,187,108,115,156,173,4,73",232.0,884.0,14
380,3.284118,116.9412,168.0,9,1,2.9333,11.99,PG,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,"{'Deleted Scenes', 'Trailers'}",4,"68,141,31,36",105.0,430.0,17
381,5.49,124.6429,168.0,10,1,2.5,25.99,R,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,{'Trailers'},6,"13,36,92,99,119,181",195.0,708.0,14
382,3.45875,127.75,72.0,10,1,2.2833,21.99,PG,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,"{'Deleted Scenes', 'Trailers'}",3,"151,111,127",92.0,358.0,32
383,2.323333,151.7222,144.0,15,1,1.85,13.99,NC-17,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,{'Behind the Scenes'},7,"115,131,56,85,5,41,155",201.0,773.0,18
384,5.865,114.5,120.0,12,1,0.8167,19.99,R,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,{'Behind the Scenes'},4,"146,90,116,118",115.0,432.0,8
385,5.712222,128.3529,144.0,5,1,2.3167,26.99,PG-13,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"133,62,71,90,172,13,47",194.0,744.0,18
387,1.51,139.52,168.0,10,1,1.6667,27.99,G,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,{'Behind the Scenes'},5,"155,168,181,78,36",156.0,575.0,25
388,2.323333,131.5455,120.0,5,1,1.1667,16.99,NC-17,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,"{'Deleted Scenes', 'Behind the Scenes'}",4,"52,183,107,127",120.0,424.0,24
389,5.74,132.8333,72.0,15,1,2.1167,9.99,PG-13,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,"{'Commentaries', 'Trailers'}",4,"81,34,35,183",95.0,363.0,12
390,6.434444,114.7778,96.0,14,1,1.4,20.99,R,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"183,133,137,26,36",138.0,530.0,9
391,3.528846,113.25,144.0,8,1,2.4333,25.99,PG-13,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"182,49,86,90,115,129",169.0,619.0,26
392,6.1775,119.4375,120.0,3,1,0.85,13.99,NC-17,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,"{'Commentaries', 'Behind the Scenes'}",5,"107,195,5,26,63",150.0,551.0,16
393,3.59,116.6,144.0,6,1,0.7833,19.99,PG-13,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,{'Deleted Scenes'},7,"57,62,78,144,109,3,34",189.0,741.0,10
394,3.49,151.5,168.0,14,1,2.4333,21.99,R,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,"{'Deleted Scenes', 'Trailers'}",5,"40,147,163,104,119",144.0,550.0,14
395,2.275714,110.2857,96.0,1,1,1.8,28.99,R,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"117,125,11,198,51,141,165",208.0,777.0,28
396,5.99,113.0526,120.0,7,1,1.0333,18.99,G,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",7,"144,154,188,8,40,68,69",193.0,768.0,19
397,4.49,138.7308,120.0,14,1,1.7833,26.99,NC-17,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",3,"133,171,178",81.0,328.0,26
398,5.813529,106.1765,120.0,12,1,0.7833,21.99,NC-17,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"169,62,65,81,4,21,27",210.0,786.0,17
399,3.823333,119.6,144.0,9,1,1.6667,23.99,G,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,{'Deleted Scenes'},5,"2,154,106,118,71",131.0,520.0,6
400,3.99,166.0,168.0,6,1,1.2,15.99,R,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,"{'Behind the Scenes', 'Trailers'}",3,"49,157,12",90.0,326.0,4
401,1.24,71.875,144.0,7,1,2.8,10.99,NC-17,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"32,161,176,177,50,104,136",206.0,792.0,8
402,3.89,135.8,72.0,2,1,0.8667,15.99,G,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,{'Trailers'},4,"145,146,147,94",125.0,452.0,20
403,6.523333,132.3793,120.0,7,1,2.0167,18.99,PG-13,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,"{'Commentaries', 'Deleted Scenes'}",6,"55,111,113,138,195,181",170.0,659.0,30
405,5.323333,104.2,144.0,16,1,1.2667,13.99,NC-17,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,"{'Deleted Scenes', 'Trailers'}",5,"24,147,173,175,72",135.0,543.0,6
406,2.399091,131.5,120.0,10,1,3.0167,22.99,R,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,{'Behind the Scenes'},5,"62,89,90,157,198",158.0,578.0,22
407,2.275714,120.1429,120.0,6,1,0.7833,12.99,PG-13,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,{'Behind the Scenes'},7,"49,52,45,46,111,128,155",203.0,777.0,7
408,6.944545,121.5455,96.0,10,1,1.15,28.99,R,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,"{'Commentaries', 'Trailers'}",2,"51,67",48.0,186.0,22
409,6.64,103.4,72.0,3,1,0.9833,9.99,G,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,"{'Deleted Scenes', 'Trailers'}",5,"145,162,163,181,107",155.0,558.0,20
410,3.267778,118.9444,168.0,5,1,0.8,19.99,PG,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,{'Commentaries'},10,"132,133,137,89,191,36,43,146,147,162",277.0,1075.0,18
411,5.99,126.5714,120.0,12,1,0.8167,13.99,NC-17,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,{'Behind the Scenes'},6,"185,190,100,127,5,25",164.0,629.0,7
412,5.642174,113.8261,144.0,6,1,1.7,25.99,G,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,{'Deleted Scenes'},5,"193,188,83,116,119",142.0,558.0,23
413,3.156667,99.5,168.0,5,1,2.8167,16.99,NC-17,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"134,182,62,84",106.0,399.0,12
414,4.89,102.05,72.0,9,1,1.25,23.99,PG,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,"{'Deleted Scenes', 'Behind the Scenes'}",12,"70,84,99,100,111,120,125,136,7,15,23,161",354.0,1375.0,20
415,5.49,126.8182,72.0,11,1,1.4,23.99,R,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"162,179,194,74,14,27,39",195.0,751.0,22
416,1.561429,115.2381,144.0,9,1,1.8333,10.99,R,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,{'Deleted Scenes'},5,"12,45,130,170,91",134.0,529.0,21
417,2.91,152.12,120.0,1,1,1.55,29.99,G,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"50,56,58,187,14,176",184.0,694.0,25
418,2.635161,136.6774,120.0,7,1,2.6167,27.99,PG-13,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,{'Commentaries'},8,"159,197,102,119,129,59,14,22",245.0,912.0,31
420,5.057333,127.1429,168.0,15,1,2.1333,27.99,PG,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,"{'Commentaries', 'Behind the Scenes'}",11,"191,95,114,116,136,181,12,25,44,50,51",320.0,1212.0,15
421,5.523333,122.4,168.0,9,1,1.3,10.99,PG-13,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"56,85,87,154,165,182",158.0,647.0,15
422,4.99,102.7,168.0,14,1,2.2667,25.99,NC-17,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,{'Behind the Scenes'},2,"148,186",30.0,141.0,10
423,1.066923,103.7692,168.0,3,1,1.15,29.99,PG,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,"{'Behind the Scenes', 'Trailers'}",6,"196,172,49,60,61,117",175.0,640.0,13
424,1.519412,120.1765,144.0,3,1,2.4833,12.99,R,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,{'Deleted Scenes'},5,"95,120,52,66,175",142.0,537.0,17
425,2.101111,131.1111,144.0,4,1,1.4667,20.99,R,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,{'Behind the Scenes'},3,"161,114,39",85.0,321.0,9
426,5.704286,148.9286,168.0,12,1,3.0833,15.99,R,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"21,36,166,190,192,58",166.0,624.0,14
427,1.49,83.6875,120.0,6,1,1.7167,19.99,R,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,{'Trailers'},7,"93,185,13,32,36,146,155",206.0,786.0,16
428,3.399091,100.7727,144.0,8,1,2.35,21.99,PG-13,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,{'Commentaries'},8,"19,48,62,78,79,94,115,125",226.0,834.0,22
429,3.621579,130.6316,72.0,15,1,1.4,29.99,R,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",5,"123,125,11,21,146",148.0,545.0,19
430,1.374615,124.1538,168.0,2,1,0.8167,23.99,G,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"22,96,107,79",119.0,444.0,13
431,5.24,116.375,72.0,9,1,2.9333,12.99,G,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",10,"31,32,39,147,157,164,95,102,129,130",287.0,1120.0,8
432,4.212222,103.1667,96.0,4,1,2.3167,22.99,NC-17,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",4,"117,131,86,199",100.0,374.0,18
433,4.698333,108.875,96.0,2,1,1.5833,23.99,PG,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,{'Trailers'},8,"49,61,90,11,137,150,168,177",229.0,866.0,24
434,3.249259,116.3333,72.0,16,1,2.3167,25.99,R,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,"{'Deleted Scenes', 'Behind the Scenes'}",5,"163,169,9,44,66",136.0,488.0,27
435,5.212222,99.5556,144.0,9,1,3.0167,28.99,PG-13,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,{'Behind the Scenes'},4,"68,23,187,110",121.0,429.0,9
436,2.621579,119.0526,96.0,13,1,2.0333,14.99,NC-17,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,"{'Deleted Scenes', 'Trailers'}",6,"131,29,60,75,80,92",175.0,652.0,19
437,3.25087,112.4348,168.0,8,1,1.8167,13.99,R,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",9,"50,57,97,103,158,165,181,182,185",273.0,1011.0,23
438,5.39,120.4,72.0,10,1,1.1333,22.99,NC-17,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,"{'Behind the Scenes', 'Trailers'}",4,"1,16,34,168",102.0,387.0,15
439,6.74,121.5263,96.0,7,1,2.5167,28.99,PG-13,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,"{'Deleted Scenes', 'Trailers'}",2,"175,106",62.0,229.0,20
440,1.759231,152.0,144.0,9,1,1.75,21.99,G,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Behind the Scenes'}",1,154,28.0,117.0,13
441,4.99,163.0,120.0,6,1,2.0833,21.99,PG-13,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",4,"176,180,187,3",109.0,430.0,5
442,3.59,120.6667,144.0,8,1,1.0833,24.99,NC-17,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Trailers'}",5,"174,175,123,77,90",140.0,537.0,15
443,3.573333,125.4167,144.0,5,1,0.8167,11.99,PG,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"92,112,147",90.0,344.0,24
444,8.671818,155.6818,72.0,5,1,1.3833,22.99,NC-17,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"153,163,29,76",101.0,372.0,22
445,4.028077,102.0,120.0,4,1,1.6667,11.99,G,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,"{'Deleted Scenes', 'Trailers'}",6,"62,75,93,15,20,107",178.0,671.0,26
446,5.856667,106.0667,120.0,15,1,2.5,19.99,PG,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",9,"97,102,123,137,138,75,85,89,150",264.0,1018.0,15
447,4.198333,117.5,120.0,10,1,2.1833,28.99,R,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,{'Deleted Scenes'},6,"139,150,171,53,57,91",175.0,656.0,24
448,4.754706,96.5882,72.0,13,1,2.8667,25.99,PG-13,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"64,156,164,38,46,185",157.0,609.0,17
449,4.605385,119.4615,96.0,14,1,1.9833,12.99,PG-13,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,{'Deleted Scenes'},4,"121,124,23,29",117.0,420.0,13
